id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
a2ad3e1e-2d43-4758-9acd-75730d6c286c,Luiza Machado,2003-08-14,959.872.711-94,44528561,Freitas,SE,Brasil,M,+55 11 1274 7921,95987271194@exemplo.com.br,2025-03-29
dbd174ec-ba02-40df-80ea-89c3478236b0,João Lucas Camargo,1961-02-03,060.689.745-54,95083-024,Moura,PR,Brasil,M,11 8140 5488,06068974554@exemplo.com.br,2025-04-15
403bfeaf-9ac8-4845-b5b2-c5a2b7010295,Ana Lívia Pires,1940-05-15,390.876.416-46,74235887,Rios das Flores,MS,Brasil,M,+55 31 8888-8300,39087641646@exemplo.com.br,2024-04-30
95d50c7e-2d0f-4400-9954-bcd7f3ccf7c7,Raquel Pimenta,1986-01-29,454.683.543-96,78888420,Pereira,RJ,Brasil,M,71 2332 6729,45468354396@exemplo.com.br,2024-01-17
8809eac0-7c8c-4be7-aac6-0c1f7a53a31d,Ana Carolina Moura,1996-09-11,709.755.503-96,71335-425,Ramos,SC,Brasil,F,(021) 5685-7404,70975550396@exemplo.com.br,2023-12-05
023e2a1a-5f2f-4af5-943c-cd0b5154a69e,Rafaela Pastor,1961-10-13,381.034.330-33,14317-796,Fogaça da Prata,MG,Brasil,M,(031) 0516 2343,38103433033@exemplo.com.br,2024-11-04
6b31d4eb-2370-463a-b2be-4fb691e147c0,Levi Gomes,2005-03-27,831.387.908-71,41395383,Pereira,RR,Brasil,F,(081) 8451 3586,83138790871@exemplo.com.br,2023-12-25
b0e7b2df-226a-426a-9886-40940fbdfb4f,Lorenzo Barros,1999-07-31,143.047.438-05,88673-683,Abreu de Goiás,ES,Brasil,F,81 3192 8824,14304743805@exemplo.com.br,2023-09-15
45e7b207-81d3-478a-ad73-c9adc02a4832,Fernando Rocha,1997-03-04,596.236.363-54,83541965,Cunha,GO,Brasil,M,(041) 3460-4157,59623636354@exemplo.com.br,2023-08-23
7da95ef7-4674-444f-8224-fa062d58762d,Yasmin Abreu,1989-09-23,056.700.051-67,45301-930,da Conceição,GO,Brasil,M,+55 71 9180 0066,05670005167@exemplo.com.br,2024-11-06
cc4a1a0b-28a1-47d4-9099-3c8aa0ece59e,Davi Miguel Barbosa,1958-08-06,427.521.910-04,69862819,Monteiro,AL,Brasil,F,+55 (051) 5145-5120,42752191004@exemplo.com.br,2025-05-14
b73e6c33-870c-48ab-b7fb-1da3c4a8f768,Diogo Costela,1960-01-21,047.460.528-47,65084411,Lima do Norte,RO,Brasil,F,+55 51 3130 8858,04746052847@exemplo.com.br,2023-07-31
7e423858-3d28-48e3-904b-8d6465a09918,Dante Ramos,1954-05-29,046.480.759-69,89522-723,Fonseca,PI,Brasil,F,0500 076 7775,04648075969@exemplo.com.br,2024-07-17
9fa906fd-108a-42f4-be21-ecf7f6a00513,Hellena Castro,1976-07-13,120.743.741-07,13035470,Fernandes,PI,Brasil,M,(051) 5957 3669,12074374107@exemplo.com.br,2025-02-03
c07e8676-f600-47b0-8948-b887a5e23f24,Maria Eduarda da Costa,1969-04-28,251.324.263-88,95759557,Freitas da Praia,AC,Brasil,M,+55 (051) 3658 1855,25132426388@exemplo.com.br,2023-09-30
d47d4493-61fc-4030-bdcd-e883d5b274df,Francisco da Luz,1991-12-23,717.179.573-32,93378-853,Alves das Flores,ES,Brasil,F,81 9262 8577,71717957332@exemplo.com.br,2024-09-15
94361ad4-f5fd-4cca-b1d8-c7a0a6e42ea3,Anthony Gabriel da Costa,2004-10-28,786.477.658-06,89358-481,Pacheco,BA,Brasil,M,+55 (031) 1246-1110,78647765806@exemplo.com.br,2024-08-23
4ea4f682-99ae-424b-9c25-b1fbe314855e,Heitor Mendes,1954-04-25,433.343.766-16,12165-647,Nascimento do Oeste,ES,Brasil,M,+55 51 1469 3908,43334376616@exemplo.com.br,2024-03-27
000b259a-e9b5-4e45-a4b4-9cc8541235f3,Levi Lima,1957-08-17,132.004.422-85,65250-912,Fernandes,MA,Brasil,F,+55 (011) 6825 6257,13200442285@exemplo.com.br,2025-05-02
5d59cc51-4bdd-45da-94a2-309a88c96105,Ana Clara Fogaça,1984-11-27,105.905.226-45,38311-424,Sousa de Goiás,AM,Brasil,M,51 2672 5074,10590522645@exemplo.com.br,2025-03-21
8979ce8f-4168-474f-9923-915b19e86b43,Raquel Silva,1997-12-20,602.698.806-65,61864850,da Costa,SP,Brasil,F,+55 41 7293-9666,60269880665@exemplo.com.br,2024-09-25
fed12f8f-eead-4fab-8c4b-326e680bf906,Pedro Henrique Sá,1980-03-15,063.923.226-50,65758-995,Costela,RO,Brasil,F,+55 41 3103 6301,06392322650@exemplo.com.br,2024-12-29
dfbd8452-a5a2-43b0-b8d5-982087f46482,Maria Helena Borges,1952-02-19,372.885.294-84,85724-050,Fernandes das Flores,AC,Brasil,F,+55 81 1085-4938,37288529484@exemplo.com.br,2024-11-06
9428496b-2645-4176-aa34-2cee2843a932,Luna Alves,1975-05-29,144.630.555-89,99488-072,Castro Verde,GO,Brasil,M,(051) 2146-0326,14463055589@exemplo.com.br,2025-02-12
ce650b9d-7ae0-4c1b-b71f-769aea266de9,Mateus Nogueira,1937-08-28,992.121.275-05,84761892,da Luz,RS,Brasil,F,0500 127 5325,99212127505@exemplo.com.br,2023-09-07
9431cfe9-5e6c-4313-99ab-0f4eb4bce370,Cauã Oliveira,1938-04-23,348.131.618-47,18811026,da Luz Alegre,SE,Brasil,M,11 1863 3747,34813161847@exemplo.com.br,2023-11-04
f88ad5b5-045a-4018-9b39-055ab737ea05,Levi Abreu,1963-10-20,649.822.181-72,18897981,Leão,GO,Brasil,F,+55 (061) 1049-5936,64982218172@exemplo.com.br,2023-09-28
2913bce3-4610-4ad0-9769-e02955c7948f,Sr. João Pedro Barros,1996-05-22,050.994.187-74,12729578,Porto,AP,Brasil,M,0800-474-7694,05099418774@exemplo.com.br,2024-10-02
a6de11a6-98df-486d-9aea-6977ae85d791,Luiza Andrade,1956-10-31,969.134.562-09,21230688,Duarte,ES,Brasil,F,(031) 3517 6565,96913456209@exemplo.com.br,2024-06-19
72aa5304-2e10-49cd-836f-9e978bca2dda,Luana Monteiro,1999-09-07,673.225.950-02,75324-885,Albuquerque,RR,Brasil,F,+55 (084) 2837 3517,67322595002@exemplo.com.br,2025-03-30
3cb695ab-9fb4-463c-94a0-6e082e9e491c,Vitor Gabriel Brito,1944-06-30,216.279.624-59,75458121,da Cruz,PR,Brasil,M,+55 81 4861 9591,21627962459@exemplo.com.br,2023-09-18
7032c511-7394-4253-af84-038203533296,Davi Miguel Cassiano,1968-09-22,908.789.968-67,49629512,Cardoso de Rocha,ES,Brasil,M,+55 41 6544-1424,90878996867@exemplo.com.br,2025-07-09
e3e35d8c-4e7d-4a3b-8b64-c5d550fd8ecb,Benício Cavalcanti,1945-01-02,292.992.730-35,42766671,Jesus dos Dourados,PB,Brasil,M,+55 84 4236-1141,29299273035@exemplo.com.br,2024-09-09
499dc619-f99a-4ebd-93b8-a83e7598b059,José Miguel Pires,1958-11-29,422.085.650-49,60099295,Sousa de Pereira,MS,Brasil,M,+55 61 1768 9901,42208565049@exemplo.com.br,2025-02-22
1cd67113-644b-424a-a81d-149db9fc7655,Clarice Gomes,1994-12-17,044.612.673-13,43275-473,Sampaio de Barros,RN,Brasil,F,+55 (041) 5939-7967,04461267313@exemplo.com.br,2025-06-12
3f5a3cef-b517-4468-a322-1dd62337141d,Théo Siqueira,1954-04-09,785.034.497-55,89109696,Rocha de Novaes,RS,Brasil,M,(021) 4760-1659,78503449755@exemplo.com.br,2024-04-06
d1f07015-1909-49d1-b69e-2ba8e69d612f,Milena Rios,1963-05-23,467.645.128-42,77730178,Mendes de Vieira,SE,Brasil,M,(084) 6546 8330,46764512842@exemplo.com.br,2025-05-24
b4d039f0-f7db-4a29-acc0-3cf6e9e2b340,Srta. Antonella Fogaça,1962-09-17,685.960.130-54,46363261,Oliveira das Pedras,AM,Brasil,M,+55 (021) 5046-2992,68596013054@exemplo.com.br,2024-12-19
6b583cb4-2b10-4821-91a8-5e407924ee92,Maria Fernanda Pimenta,1996-10-08,425.819.676-17,11579-052,da Mota Alegre,PA,Brasil,F,(081) 3828-2315,42581967617@exemplo.com.br,2024-05-27
e542ae6f-72b6-4397-8a06-f7bff0c2ae94,Aylla Costa,1935-12-25,580.794.273-83,55213326,Peixoto das Pedras,RS,Brasil,F,(071) 6181 6873,58079427383@exemplo.com.br,2024-10-20
712c1acb-34b3-49c6-b915-9ebc0320c0f5,Srta. Melina Rios,1968-09-10,660.289.385-04,01727799,Casa Grande do Campo,BA,Brasil,F,51 6402 1414,66028938504@exemplo.com.br,2024-04-25
2f0ea9af-2ed7-417f-bbeb-2161e97bf6c7,Thomas Montenegro,2004-12-14,808.950.995-79,22637133,Dias,AM,Brasil,F,+55 41 4449-0705,80895099579@exemplo.com.br,2024-10-02
b4d9a7fa-9232-487b-b768-858e2ea2d624,Benjamin Camargo,2000-07-03,042.166.277-49,89536739,Albuquerque da Mata,PI,Brasil,M,+55 (061) 8459-1582,04216627749@exemplo.com.br,2025-01-24
da3809fc-6a94-4265-a9c2-ac0f51473ba4,Isaac Nogueira,2005-02-15,704.449.049-07,63058-069,Porto,PA,Brasil,F,(041) 2252-0115,70444904907@exemplo.com.br,2024-03-23
a2ee7db0-1ad6-4705-a738-c4b857f74141,Juliana Caldeira,1970-08-21,412.899.961-63,64650-996,Correia,SP,Brasil,F,+55 (041) 7852-2398,41289996163@exemplo.com.br,2023-11-27
987242fe-a572-48a5-aef3-299d6807f08f,Breno Montenegro,1941-07-22,821.094.476-61,94655545,Almeida do Campo,DF,Brasil,M,(081) 7523 4227,82109447661@exemplo.com.br,2024-02-26
8cddf558-0dba-4f0c-8d7f-7e1b87672bcb,Theodoro Rios,1945-01-22,542.596.547-97,29927-968,Pereira de Mendonça,MT,Brasil,F,+55 51 7474 0667,54259654797@exemplo.com.br,2025-05-24
9716989e-edf5-43f5-82b6-ec20980b0042,Calebe Melo,1987-06-04,283.256.361-39,40345-004,Sousa do Campo,AC,Brasil,M,+55 81 4495-2882,28325636139@exemplo.com.br,2023-08-15
5572dcf9-9017-4121-8394-0383066c7312,Sarah Vargas,2001-12-22,276.618.901-67,76583000,da Conceição,AC,Brasil,M,(031) 5404-5605,27661890167@exemplo.com.br,2025-03-25
19820093-6bdd-497b-9a35-29d02da4088e,Eloah Montenegro,1999-11-10,163.514.457-74,82729-637,Santos,PI,Brasil,M,+55 (084) 2526-1028,16351445774@exemplo.com.br,2025-03-31
6199e1de-6b84-4472-a6c0-3879e85d7aeb,Lunna Pastor,1997-06-11,766.088.486-43,86989-874,da Rosa de Mendonça,MA,Brasil,M,+55 84 5117-3109,76608848643@exemplo.com.br,2023-09-03
7b5bb6af-6be1-4e67-a6e6-cd5e690673a3,Manuela Nascimento,1944-03-18,455.596.597-62,42585628,Cirino de da Mota,BA,Brasil,F,84 9387 0559,45559659762@exemplo.com.br,2025-02-17
206850dd-b3fd-4c0c-972f-df3eb762dd57,Nathan Pacheco,2005-02-19,092.606.014-37,47109-338,Barbosa,PA,Brasil,F,31 1617 8814,09260601437@exemplo.com.br,2024-02-08
14639464-b96d-4dbe-8ee5-5e649ddc2f0e,Larissa da Mata,1978-07-12,537.701.715-59,18290855,Jesus,AP,Brasil,F,84 0026-8083,53770171559@exemplo.com.br,2024-08-27
dcfae78f-05d7-4339-a37f-4cc2a2e981e9,Davi Miguel Souza,1949-06-08,968.663.633-49,46752149,Jesus,RO,Brasil,M,+55 51 3346 0033,96866363349@exemplo.com.br,2024-01-04
991a7997-f73c-4e84-81b4-1f48cdbca73b,Léo Borges,1957-08-23,089.908.404-57,46086983,Lima,RR,Brasil,F,(031) 9443-5216,08990840457@exemplo.com.br,2025-01-28
2a0585e5-d2a6-492d-b80f-c9985e04a4b6,Ana Clara Camargo,2005-11-06,860.198.522-71,03086676,Andrade da Prata,SE,Brasil,M,+55 (041) 1820 3820,86019852271@exemplo.com.br,2025-06-23
c8687500-ce91-429f-9445-7971b5fb81f5,Kevin da Cruz,1947-09-06,860.440.625-49,83184-238,Costa do Campo,ES,Brasil,M,71 2099 3066,86044062549@exemplo.com.br,2023-08-14
d03e3892-6792-4f57-93bb-ead4981db257,Sr. Leonardo Silva,1964-03-31,543.621.978-54,88723968,Vieira,DF,Brasil,M,+55 (081) 0282-8157,54362197854@exemplo.com.br,2023-09-27
9682cadf-818c-40e8-b0a5-0e48663b9308,Alice Barbosa,1991-10-16,360.534.909-00,27204585,Pacheco de Minas,PE,Brasil,F,+55 (061) 6944 6968,36053490900@exemplo.com.br,2023-11-05
38f0569c-4e72-4da0-865b-6c61161ecbea,Ravy das Neves,1966-05-06,413.771.423-39,91879-238,Dias,MG,Brasil,F,+55 (071) 6253 7018,41377142339@exemplo.com.br,2023-12-13
9f11da13-6a35-4b1a-995e-efa048f3e099,Sra. Evelyn Castro,1963-01-10,626.189.501-19,34573-842,Melo de Minas,AM,Brasil,F,+55 (071) 4236 5897,62618950119@exemplo.com.br,2024-07-21
4217bd27-db4f-477f-b1b2-0214fb8048ef,Vitória Cavalcante,1940-03-18,593.363.966-38,78065-078,Araújo Paulista,DF,Brasil,M,+55 71 4852-5377,59336396638@exemplo.com.br,2023-08-08
812f0854-219a-4c85-aec1-b2fb7608cd1d,Pedro Oliveira,1976-10-12,997.455.392-83,12603-469,Novais do Oeste,TO,Brasil,M,81 0781 6509,99745539283@exemplo.com.br,2025-02-09
fe6e08d1-d525-4ba4-8753-3ccccd10ec7f,Caleb Cardoso,1966-11-10,917.012.529-96,42499-660,da Luz de Almeida,PE,Brasil,F,0900-752-6979,91701252996@exemplo.com.br,2025-05-18
1cdee0a8-78ab-4919-9976-2dd52a4f56b9,Ana Lívia Marques,1954-03-08,029.963.872-38,74318-727,Peixoto,TO,Brasil,M,0900-151-3089,02996387238@exemplo.com.br,2025-06-21
0d133a91-0e94-4580-847f-f681ef73d209,Liam Marques,1982-07-10,105.856.185-38,03138-032,Abreu,AL,Brasil,F,+55 (041) 2387-1920,10585618538@exemplo.com.br,2025-05-31
7d072981-a154-4661-aa31-9ed9491327be,Sofia Almeida,2007-07-10,271.283.824-04,18797-651,da Mota,RR,Brasil,F,(084) 7671 4344,27128382404@exemplo.com.br,2024-11-18
e82cd551-2bb1-464f-97fe-b203ae0d512e,Bruno Vasconcelos,1969-01-27,039.336.160-86,35476002,Cavalcante,AL,Brasil,F,0900-300-3351,03933616086@exemplo.com.br,2025-04-24
e33fd31b-c2f1-4e6a-941a-c186580c9cca,Alícia Costa,2005-06-03,731.445.668-03,74201-693,Rios,SP,Brasil,M,+55 51 6034 1004,73144566803@exemplo.com.br,2025-04-19
289733b2-895e-4c22-968b-80433607f8b8,Sr. João Abreu,1944-05-31,257.979.730-53,58324-918,Silva de Minas,RJ,Brasil,F,+55 51 9850 7632,25797973053@exemplo.com.br,2025-06-22
288d74f8-a46b-4082-8412-43b2b149c0b9,Raquel Casa Grande,1960-06-19,907.318.659-13,69978229,Guerra,PR,Brasil,M,+55 (084) 6261 7187,90731865913@exemplo.com.br,2024-12-24
bcfcb9d2-feaa-40b1-bdb1-7fbd6f124ab4,Maria Julia da Rocha,1989-08-21,952.273.335-97,08841185,Teixeira,AP,Brasil,M,+55 (021) 7098-0469,95227333597@exemplo.com.br,2025-05-28
66f52b3b-f0f8-402c-b7bf-df1465342350,Alexia da Costa,1936-01-06,694.234.515-07,14098244,Silva,MG,Brasil,F,+55 21 6599-4052,69423451507@exemplo.com.br,2023-08-06
a44b3d9d-1eb9-4c4d-96b1-7a12575ae25f,Breno Rezende,1971-01-25,572.762.384-83,51599-329,Pimenta,MA,Brasil,F,+55 11 7968-4759,57276238483@exemplo.com.br,2024-04-13
cb8e4dd5-d301-4a52-98aa-cb4a5bedd828,Sabrina Campos,1952-06-27,157.830.827-79,45087595,das Neves das Pedras,MA,Brasil,F,(061) 2785 7899,15783082779@exemplo.com.br,2024-01-21
784e7a1e-e46e-45d4-95d9-d6a7f8c413e1,Dante da Rosa,1992-01-17,874.486.181-49,29239-224,Cassiano,AC,Brasil,F,(081) 1991 7026,87448618149@exemplo.com.br,2025-07-10
9ca1036f-4b0f-4baa-8531-0595b49ebe8a,Ana Julia Cunha,1952-11-18,874.534.084-26,77145-145,Oliveira,AC,Brasil,M,+55 (081) 3784-6684,87453408426@exemplo.com.br,2025-03-29
efa3d0ef-85f8-4d9a-bb8b-33429e386655,Maria Clara Moura,1981-11-17,863.865.577-16,46246808,da Paz das Flores,MG,Brasil,M,+55 (021) 6531-6918,86386557716@exemplo.com.br,2025-03-25
024e48d3-35d0-4eb3-ab9f-4439e4d1f7ad,Sra. Daniela Cirino,1979-05-13,548.895.770-85,20811-791,Andrade do Campo,RR,Brasil,F,+55 81 8071 5031,54889577085@exemplo.com.br,2023-08-21
d33245b1-1300-4896-8748-5440452a88f8,Sr. João Felipe Mendes,1939-12-17,834.626.557-84,84119103,Vieira,RO,Brasil,M,71 2064-2374,83462655784@exemplo.com.br,2025-01-30
cb2d4b9c-e509-4990-94b9-4a3ed81b894e,Isadora Jesus,1996-09-19,166.844.640-78,92510-168,da Paz da Serra,AM,Brasil,M,+55 81 0564-9316,16684464078@exemplo.com.br,2024-02-29
237c4808-7df1-4f31-9315-20ce0443af09,Jade Alves,1950-03-28,804.757.245-11,09181-314,Farias,AP,Brasil,M,(081) 2963 7667,80475724511@exemplo.com.br,2025-07-03
c32c874c-10a8-4ae0-923a-e9561558ddda,Vitor Moura,1941-05-30,576.619.116-58,02278106,Alves das Flores,RN,Brasil,M,+55 84 4199 5192,57661911658@exemplo.com.br,2025-06-29
f4165d5e-0a62-4238-90a3-b6830ae7cdb0,Léo Marques,2002-12-25,998.776.934-08,56576174,Martins do Sul,PB,Brasil,M,+55 (071) 8741 7045,99877693408@exemplo.com.br,2024-03-18
b05ac2f7-2d0e-483c-9db5-eb6fbb80d415,Letícia Caldeira,1978-01-12,538.869.002-57,57808893,Sampaio da Serra,DF,Brasil,F,21 2296 3772,53886900257@exemplo.com.br,2025-06-03
a9343f48-7cd9-4280-b107-46390042f5e0,Ravi Lucca Santos,1940-01-04,742.404.970-60,37371856,Melo do Norte,PB,Brasil,M,+55 (021) 8703-7896,74240497060@exemplo.com.br,2024-11-13
7b19920d-b276-487d-8a47-a127078989cd,André Barbosa,1941-09-15,753.424.103-83,29268-864,Melo,AC,Brasil,F,+55 71 1729-3186,75342410383@exemplo.com.br,2024-03-11
06f996bf-1bb7-4e4a-b887-93010392f7d0,Danilo Silveira,1987-04-22,534.200.320-05,43584732,da Conceição de Fernandes,RR,Brasil,F,+55 41 5956 1465,53420032005@exemplo.com.br,2023-09-24
d008f93b-8ee9-4550-a744-d370abe935bc,Thales Macedo,1992-02-01,955.613.099-65,98089164,da Cunha,AC,Brasil,F,+55 81 7889 9798,95561309965@exemplo.com.br,2024-04-27
25ef74d2-30e1-4240-9556-e1936f5afa20,Thales Pires,1935-09-20,525.613.756-53,49561970,da Conceição do Campo,SE,Brasil,F,71 0238-2972,52561375653@exemplo.com.br,2023-07-15
0a81267c-4b59-4974-8b7d-022550c7f43c,Evelyn Pimenta,1956-01-12,328.782.047-45,26586123,Azevedo,AL,Brasil,M,+55 61 1409 5377,32878204745@exemplo.com.br,2023-11-30
e07480ac-e92a-474e-b2ae-5d743b66f4dc,Thomas Siqueira,1956-11-20,545.984.251-58,76698812,Sampaio de Correia,PI,Brasil,M,(081) 7499 7388,54598425158@exemplo.com.br,2023-09-29
bad8124b-3835-4841-8632-b6593a51f1a4,Lavínia Silva,1963-04-28,040.547.550-96,37560-566,Alves das Pedras,SE,Brasil,F,+55 (051) 0185 4696,04054755096@exemplo.com.br,2024-08-03
2c141a43-6723-4f50-9d80-811bd539ce18,José Miguel Montenegro,1946-06-08,288.214.585-68,48805-344,Marques,PB,Brasil,F,0800 296 2435,28821458568@exemplo.com.br,2023-11-08
0fe72723-8f14-4a62-88cb-538d39f106ca,Hadassa Azevedo,1960-07-27,923.044.102-69,65217298,Albuquerque do Campo,RS,Brasil,M,(071) 3949-9479,92304410269@exemplo.com.br,2025-06-02
d0c10d2a-da9a-4710-8eff-7a5e0f7a6193,Bruno Novaes,1990-12-27,724.300.576-21,69207-985,Barros,TO,Brasil,F,+55 61 7439-9066,72430057621@exemplo.com.br,2025-06-07
03662540-55c0-4af6-855b-9763b2bf809f,Elisa Casa Grande,1943-11-13,576.980.493-24,30111-896,da Conceição,AC,Brasil,F,+55 61 7321-9868,57698049324@exemplo.com.br,2025-06-08
d4099904-0a7e-4ae2-8764-fda1300cf319,Ana Júlia Mendonça,1982-02-08,660.940.421-12,76664221,Porto de Barbosa,PR,Brasil,M,+55 (031) 8717-1647,66094042112@exemplo.com.br,2024-06-04
52beab20-95cc-4aa4-97ea-33caa70ffed8,Sr. Pedro Miguel Ferreira,1985-05-17,457.259.056-32,56276381,da Paz da Prata,AC,Brasil,F,+55 41 0904 9137,45725905632@exemplo.com.br,2025-04-24
6dd0275a-fba0-4ead-a69e-a3cae2f1f2f8,Sr. João Guilherme da Cunha,1945-01-20,631.556.916-30,28702-742,Jesus,MA,Brasil,M,+55 (081) 7332-3526,63155691630@exemplo.com.br,2023-07-25
21210854-ff11-4ea4-b75c-4b33c148c48f,Matheus da Cruz,2005-01-30,855.272.538-80,82095602,Rodrigues das Flores,AM,Brasil,F,(031) 4015-9267,85527253880@exemplo.com.br,2023-11-19
236b89bc-3463-4c15-9501-e269d5c5a213,Bruno Abreu,1974-11-07,066.098.540-66,18501432,das Neves da Mata,AL,Brasil,M,+55 (031) 0535-0179,06609854066@exemplo.com.br,2024-12-02
830cf844-300b-43d2-8879-833f79675b21,João Pedro Almeida,1975-12-03,646.861.728-48,47631-599,Mendes da Serra,RJ,Brasil,M,+55 41 9735-7157,64686172848@exemplo.com.br,2025-03-07
8f4f0af5-55dc-4704-9dd5-0fdff70bfe8f,Bárbara Guerra,1934-10-11,506.392.198-43,44135059,da Cunha,PE,Brasil,F,84 7774 5335,50639219843@exemplo.com.br,2025-04-26
dc653771-d672-4c6d-bfff-52e926e91973,Caleb da Mota,2006-08-10,554.937.215-23,12277-637,Cavalcante dos Dourados,RR,Brasil,M,+55 71 3357-5132,55493721523@exemplo.com.br,2024-09-24
6014c0db-4d48-497e-8f41-07131a0293b3,Raul Monteiro,2006-05-05,899.934.136-90,52425925,Macedo,BA,Brasil,M,+55 31 2103 4987,89993413690@exemplo.com.br,2023-08-16
6110117d-e34b-40bf-a9bf-95cb25666474,Ana Beatriz Souza,1974-06-10,928.880.898-36,49079097,Garcia Alegre,PI,Brasil,F,(071) 8009 8804,92888089836@exemplo.com.br,2023-09-05
c35a3a95-9904-4313-8ee4-ca34850fd146,Pietra Carvalho,1957-01-16,937.637.373-18,75543852,Nogueira das Flores,CE,Brasil,M,+55 (031) 9815-1123,93763737318@exemplo.com.br,2024-11-14
63b32db2-3fdb-4679-bc45-14db758cad09,Maria Eduarda Souza,1967-10-25,998.853.182-87,62167453,Silva de Monteiro,PE,Brasil,M,+55 (011) 8334-9179,99885318287@exemplo.com.br,2024-05-24
1379ef65-c7aa-4d6b-8ec2-7fccd36257fc,José Miguel Camargo,1999-11-25,253.309.232-95,36867-803,Aragão,ES,Brasil,F,(011) 7714 4091,25330923295@exemplo.com.br,2024-06-29
d08540a0-0261-49b0-83fb-4683e0c8b88f,Mariah Nascimento,1971-12-06,558.847.984-89,88669-723,Siqueira,PB,Brasil,F,+55 (081) 3598-6700,55884798489@exemplo.com.br,2024-12-08
7938f156-5135-48de-a726-430e0b128181,Ester Oliveira,1935-02-12,634.061.112-30,57097739,Cavalcante de Dias,CE,Brasil,M,(041) 5645-8582,63406111230@exemplo.com.br,2024-08-14
c08bada8-c2b3-4de5-9937-6cf62cd8163c,Enzo Alves,1991-02-13,231.085.298-40,19755-760,da Mata,PA,Brasil,M,(011) 6100-5241,23108529840@exemplo.com.br,2024-04-25
37bf9345-dd20-4ea4-9a48-5a9eb222939c,Milena Vargas,1936-09-25,468.373.473-88,00710016,Guerra,AL,Brasil,F,+55 41 5074-3317,46837347388@exemplo.com.br,2025-05-23
978c6c87-f24e-40f3-bd36-3d0369ad2088,Asafe Cardoso,2000-11-11,458.610.262-09,99765-292,Carvalho do Amparo,PE,Brasil,F,61 4916-9047,45861026209@exemplo.com.br,2024-03-22
8b467776-d95d-4783-99e0-d8ce2114452a,Maria Luiza Vargas,1999-08-16,790.464.068-54,90379-064,Melo das Flores,PI,Brasil,M,(041) 3264-0737,79046406854@exemplo.com.br,2023-07-21
85fbb953-3eab-42d0-b86a-a24f29f828b0,Leandro Mendonça,1996-03-16,916.141.891-50,42039600,da Mata das Flores,PB,Brasil,M,84 4751 1244,91614189150@exemplo.com.br,2024-11-09
0551770c-5a3f-43f8-b3bc-b4a188bf46b5,Ayla Abreu,1957-10-20,277.642.615-60,34761-029,da Mota,RR,Brasil,M,31 4824 6162,27764261560@exemplo.com.br,2023-12-10
dd20ec9b-034c-4289-abee-6b440a565c1d,Srta. Ana Vitória Costa,1978-05-18,137.960.609-66,66647321,Monteiro,PE,Brasil,M,41 8093 6353,13796060966@exemplo.com.br,2023-07-24
